Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
nuclear receptor coactivator 6 [Homo sapiens]	Protein	NCOA6 [Homo sapiens]	3	2	0.978095626613568	NCOA6 [Homo sapiens]	Gene	
nuclear receptor co-repressor 1 [Homo sapiens]	Protein	NCOR1 [Homo sapiens]	36	1	1.0068407267802526	NCOR1 [Homo sapiens];ARFGEF1 [Homo sapiens];ARIH1 [Homo sapiens];BCAS1 [Homo sapiens];C7orf28B [Homo sapiens];CAPZA2 [Homo sapiens];CPSF1 [Homo sapiens];CSNK1A1 [Homo sapiens];ELF2 [Homo sapiens];ETNK1 [Homo sapiens];GARNL1 [Homo sapiens];GCAT [Homo sapiens];JMJD2C [Homo sapiens];KCNH2 [Homo sapiens];KIAA1267 [Homo sapiens];LSM14A [Homo sapiens];MKLN1 [Homo sapiens];MON2 [Homo sapiens];MTMR3 [Homo sapiens];NCOA1 [Homo sapiens];NUDCD3 [Homo sapiens];NLRP6 [Homo sapiens];PAN3 [Homo sapiens];PAPD4 [Homo sapiens];PDS5B [Homo sapiens];PPIG [Homo sapiens];RAPGEF2 [Homo sapiens];RBM5 [Homo sapiens];RSF1 [Homo sapiens];SENP6 [Homo sapiens];SEPT2 [Homo sapiens];SEPT6 [Homo sapiens];STAT3 [Homo sapiens];SUV420H1 [Homo sapiens];TFCP2 [Homo sapiens];TM2D1 [Homo sapiens];TRPM7 [Homo sapiens];UBE2E1 [Homo sapiens];ZBTB20 [Homo sapiens];ZNF292 [Homo sapiens];ZNF518A [Homo sapiens];ZNF638 [Homo sapiens];ZNF708 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Huntington's disease [Homo sapiens];;;;;;;Wnt signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];;Glycerophospholipid metabolism [Homo sapiens];;Glycine, serine and threonine metabolism [Homo sapiens];;;;;;;;;;;;;;;MAPK signaling pathway [Homo sapiens];;;;;;Adipocytokine signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];IL-6_atrophy;IL-6_signaling_pathway;IL17_IL6_MUC5B_pathway_lung;;;;;Ubiquitin mediated proteolysis [Homo sapiens];;;;;
nuclear receptor co-repressor 2 [Homo sapiens]	Protein	NCOR2 [Homo sapiens]	35	2	1.1126870910544033	NCOR2 [Homo sapiens];ATP2A3 [Homo sapiens];C20orf181 [Homo sapiens];CSF3 [Homo sapiens];DLEC1 [Homo sapiens];EMID2 [Homo sapiens];GTPBP5 [Homo sapiens];KCNG1 [Homo sapiens];KRTAP5-2 [Homo sapiens];KRTAP5-8 [Homo sapiens];MUC8 [Homo sapiens];NDUFV1 [Homo sapiens];SQSTM1 [Homo sapiens];OSIL [Homo sapiens];PPIA [Homo sapiens];PSG4 [Homo sapiens];PSG9 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Notch signaling pathway [Homo sapiens];Calcium signaling pathway [Homo sapiens];;Cytokine-cytokine receptor interaction [Homo sapiens];Hematopoietic cell lineage [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];;;;;;;;Oxidative phosphorylation [Homo sapiens];Parkinson's disease [Homo sapiens];;;;;
nicastrin precursor [Homo sapiens]	Protein	NCSTN [Homo sapiens]	14	1	0.9560178786060717	NCSTN [Homo sapiens];ACTB [Homo sapiens];ARSA [Homo sapiens];ATP6AP2 [Homo sapiens];C1orf85 [Homo sapiens];GLB1 [Homo sapiens];LAMP1 [Homo sapiens];LUC7L2 [Homo sapiens];PSAP [Homo sapiens];MTCH1 [Homo sapiens];SFTPA1B [Homo sapiens];RNASEK [Homo sapiens];SDF4 [Homo sapiens];SERINC3 [Homo sapiens];TMEM8 [Homo sapiens];TOMM40 [Homo sapiens];TPP1 [Homo sapiens];ACD [Homo sapiens];UBE2Z [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Alzheimer's disease [Homo sapiens];Notch signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Tight junction [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Focal adhesion [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Cell Communication [Homo sapiens];Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];Sphingolipid metabolism [Homo sapiens];;;N-Glycan degradation [Homo sapiens];Glycan structures - degradation [Homo sapiens];Galactose metabolism [Homo sapiens];Sphingolipid metabolism [Homo sapiens];Glycerolipid metabolism [Homo sapiens];Glycosphingolipid biosynthesis - ganglioseries [Homo sapiens];Glycosaminoglycan degradation [Homo sapiens];;;;;;;;;;;;;Ubiquitin mediated proteolysis [Homo sapiens]
N-myc downstream regulated gene 1 [Homo sapiens]	Protein	NDRG1 [Homo sapiens]	64	1	0.968607781632617	NDRG1 [Homo sapiens]	Gene	
neural precursor cell expressed, developmentally down-regulated 4 isoform 1 [Homo sapiens]	Protein	NEDD4 [Homo sapiens]	22	2	1.5711351454783669	NEDD4 [Homo sapiens]	Gene	Ubiquitin mediated proteolysis [Homo sapiens];Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];TNF_involves_NFkB-cJUN-AFT_
ubiquitin-protein ligase NEDD4-like [Homo sapiens]	Protein	NEDD4L [Homo sapiens]	9	2	1.1776571545853767	NEDD4L [Homo sapiens]	Gene	Ubiquitin mediated proteolysis [Homo sapiens];Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens]
neurofilament, light polypeptide 68kDa [Homo sapiens]	Protein	NEFL [Homo sapiens]	9	0	0.8463598365740473	NEFL [Homo sapiens]	Gene	Amyotrophic lateral sclerosis (ALS) [Homo sapiens]
NIMA (never in mitosis gene a)-related kinase 2 [Homo sapiens]	Protein	NEK2 [Homo sapiens]	5	1	0.6767269990972314	NEK2 [Homo sapiens]	Gene	
NIMA-related kinase 8 [Homo sapiens]	Protein	NEK8 [Homo sapiens]	2	0	0.797587702902404	NEK8 [Homo sapiens]	Gene	
NIMA related kinase 9 [Homo sapiens]	Protein	NEK9 [Homo sapiens]	8	1	1.1070545463563535	NEK9 [Homo sapiens]	Gene	
neurofibromin 2 isoform 1 [Homo sapiens]	Protein	NF2 [Homo sapiens]	18	3	1.1081809889330108	NF2 [Homo sapiens]	Gene	
cytoplasmic nuclear factor of activated T-cells 4 [Homo sapiens]	Protein	NFATC4 [Homo sapiens]	4	1	0.9915388943579043	NFATC4 [Homo sapiens];ATN1 [Homo sapiens];DMWD [Homo sapiens]	Gene;Gene;Gene	Natural killer cell mediated cytotoxicity [Homo sapiens];VEGF signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Dentatorubropallidoluysian atrophy (DRPLA) [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];
nuclear factor kappa-B, subunit 1 [Homo sapiens]	Protein	NFKB1 [Homo sapiens]	78	1	0.8525695480067013	NFKB1 [Homo sapiens];RELB [Homo sapiens]	Gene;Gene	Pancreatic cancer [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Apoptosis [Homo sapiens];Adipocytokine signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];MAPK signaling pathway [Homo sapiens];Prostate cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];TNF_NFkB_MMP9_pathway_lung;cig-smoke_TLR4_NFkB_IL8_pathway_lung;elastase_NFkB_IL8_pathway_lung;IL12-MMP9_pathway_blood;IL1B_NFkB_TGFB1_pathway_lung;NFkB-iNOS_pathway_;TLR2-NFkB_pathway_blood;TLR4-NFkB_pathway_blood;TNF-NFkB;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_;
nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Homo sapiens]	Protein	NFKB2 [Homo sapiens]	147	1	0.87908996250682	NFKB2 [Homo sapiens];RELB [Homo sapiens]	Gene;Gene	Pancreatic cancer [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Apoptosis [Homo sapiens];Adipocytokine signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];MAPK signaling pathway [Homo sapiens];Prostate cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];
nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha [Homo sapiens]	Protein	NFKBIA [Homo sapiens]	78	1	1.039569709734534	NFKBIA [Homo sapiens];TNFAIP3 [Homo sapiens]	Gene;Gene	Adipocytokine signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Apoptosis [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Small cell lung cancer [Homo sapiens];Prostate cancer [Homo sapiens];TNF_NFkB_MMP9_pathway_lung;cig-smoke_TLR4_NFkB_IL8_pathway_lung;elastase_NFkB_IL8_pathway_lung;IL12-MMP9_pathway_blood;IL1B_NFkB_TGFB1_pathway_lung;NFkB-iNOS_pathway_;TLR2-NFkB_pathway_blood;TLR4-NFkB_pathway_blood;TNF-NFkB;TNF_IL1B_NFkB_pathway_lung;TNF_involves_NFkB-cJUN-AFT_;
nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta isoform b [Homo sapiens]	Protein	NFKBIB [Homo sapiens]	83	1	0.9612841510077903	NFKBIB [Homo sapiens]	Gene	Adipocytokine signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Prostate cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Small cell lung cancer [Homo sapiens];TNF_NFkB_MMP9_pathway_lung
nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1 [Homo sapiens]	Protein	NFKBIL1 [Homo sapiens]	11	1	0.8753177636025784	NFKBIL1 [Homo sapiens]	Gene	
nuclear transcription factor Y, alpha isoform 1 [Homo sapiens]	Protein	NFYA [Homo sapiens]	15	1	0.9991346091718173	NFYA [Homo sapiens]	Gene	Antigen processing and presentation [Homo sapiens]
neuroglobin [Homo sapiens]	Protein	NGB [Homo sapiens]	10	1	1.1786875099486713	NGB [Homo sapiens]	Gene	
nerve growth factor, beta polypeptide precursor [Homo sapiens]	Protein	NGFB [Homo sapiens]	10	2	1.6198610198681633	NGFB [Homo sapiens]	Gene	MAPK signaling pathway [Homo sapiens];Apoptosis [Homo sapiens]
nerve growth factor receptor precursor [Homo sapiens]	Protein	NGFR [Homo sapiens]	24	1	0.9696359479390719	NGFR [Homo sapiens]	Gene	Cytokine-cytokine receptor interaction [Homo sapiens];Neurodegenerative Diseases [Homo sapiens]
nidogen (enactin) [Homo sapiens]	Protein	NID1 [Homo sapiens]	16	4	1.7986318620183699	NID1 [Homo sapiens]	Gene	
kappa B-ras 1 [Homo sapiens]	Protein	NKIRAS1 [Homo sapiens]	7	1	0.8871090551986432	NKIRAS1 [Homo sapiens]	Gene	
NK3 transcription factor related, locus 1 [Homo sapiens]	Protein	NKX3-1 [Homo sapiens]	3	1	1.3426538921298132	NKX3-1 [Homo sapiens];C17orf84 [Homo sapiens];C22orf24 [Homo sapiens];GPRC5D [Homo sapiens];NECAP1 [Homo sapiens];OR2S2 [Homo sapiens];OR51I2 [Homo sapiens];P2RY4 [Homo sapiens];TMEM92 [Homo sapiens];USP2 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Prostate cancer [Homo sapiens];;;;;Olfactory transduction [Homo sapiens];Olfactory transduction [Homo sapiens];Neuroactive ligand-receptor interaction [Homo sapiens];;
non-metastatic cells 2, protein (NM23B) expressed in [Homo sapiens]	Protein	NME2 [Homo sapiens]	65	0	0.36226367029365997	NME2 [Homo sapiens]	Gene	Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens]
nucleolar complex associated 4 homolog [Homo sapiens]	Protein	NOC4L [Homo sapiens]	11	1	1.0800404489386604	NOC4L [Homo sapiens];AATF [Homo sapiens];ABT1 [Homo sapiens];ACD [Homo sapiens];AHCY [Homo sapiens];AIFM3 [Homo sapiens];AK2 [Homo sapiens];ALG3 [Homo sapiens];APRT [Homo sapiens];APTX [Homo sapiens];ATAD3B [Homo sapiens];BOLA2 [Homo sapiens];BRRN1 [Homo sapiens];BYSL [Homo sapiens];C11orf48 [Homo sapiens];C19orf48 [Homo sapiens];C1orf142 [Homo sapiens];DFFB [Homo sapiens];CAD [Homo sapiens];B4GALNT2 [Homo sapiens];CAPNS2 [Homo sapiens];CCDC86 [Homo sapiens];CD163 [Homo sapiens];CDC20 [Homo sapiens];CDC45L [Homo sapiens];CDCA5 [Homo sapiens];CDCA8 [Homo sapiens];CENPM [Homo sapiens];CFLAR [Homo sapiens];CHAF1A [Homo sapiens];CHEK2 [Homo sapiens];CLN6 [Homo sapiens];CSTF2 [Homo sapiens];CUL4A [Homo sapiens];DDX56 [Homo sapiens];DEF8 [Homo sapiens];DHX37 [Homo sapiens];DPP3 [Homo sapiens];DTYMK [Homo sapiens];E2F4 [Homo sapiens];EDC3 [Homo sapiens];ENTPD7 [Homo sapiens];EXOSC2 [Homo sapiens];EXOSC3 [Homo sapiens];FANCA [Homo sapiens];FARSA [Homo sapiens];FOXM1 [Homo sapiens];GEMIN4 [Homo sapiens];GINS4 [Homo sapiens];GMPS [Homo sapiens];GNB1L [Homo sapiens];HJURP [Homo sapiens];IKBKE [Homo sapiens];KIAA1109 [Homo sapiens];LIG1 [Homo sapiens];LRIG1 [Homo sapiens];LMNB2 [Homo sapiens];MAPKAP1 [Homo sapiens];MCM5 [Homo sapiens];MED8 [Homo sapiens];MSI2 [Homo sapiens];MTHFD1L [Homo sapiens];MTX1 [Homo sapiens];NLE1 [Homo sapiens];NPM1 [Homo sapiens];NPM3 [Homo sapiens];NUDT5 [Homo sapiens];NUP93 [Homo sapiens];NXT1 [Homo sapiens];OPRS1 [Homo sapiens];PCGF3 [Homo sapiens];PDCD11 [Homo sapiens];PES1 [Homo sapiens];PHF19 [Homo sapiens];POLA2 [Homo sapiens];POLR3H [Homo sapiens];PPAN-P2RY11 [Homo sapiens];PPCDC [Homo sapiens];PRELID1 [Homo sapiens];PRKG1 [Homo sapiens];PRMT5 [Homo sapiens];PTTG1 [Homo sapiens];PUSL1 [Homo sapiens];PWP1 [Homo sapiens];RCC1 [Homo sapiens];REEP4 [Homo sapiens];REXO4 [Homo sapiens];RFC5 [Homo sapiens];RFT1 [Homo sapiens];GPR172B [Homo sapiens];RPL22L1 [Homo sapiens];RPL28 [Homo sapiens];RPS19 [Homo sapiens];RRP12 [Homo sapiens];RRP9 [Homo sapiens];SLC19A1 [Homo sapiens];SLC25A15 [Homo sapiens];SNRPA [Homo sapiens];SNRPB [Homo sapiens];SNX5 [Homo sapiens];SSSCA1 [Homo sapiens];SUV39H1 [Homo sapiens];TACC3 [Homo sapiens];TBRG4 [Homo sapiens];TDP1 [Homo sapiens];TFDP1 [Homo sapiens];THOC6 [Homo sapiens];TMCO6 [Homo sapiens];TRABD [Homo sapiens];TRMT1 [Homo sapiens];TRMU [Homo sapiens];TSSC1 [Homo sapiens];UBAP2L [Homo sapiens];UCK2 [Homo sapiens];UMPS [Homo sapiens];WDR18 [Homo sapiens];WDR4 [Homo sapiens];WDR51A [Homo sapiens];WDR79 [Homo sapiens];XPO5 [Homo sapiens];YRDC [Homo sapiens];ZDHHC12 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;;Methionine metabolism [Homo sapiens];Selenoamino acid metabolism [Homo sapiens];;Purine metabolism [Homo sapiens];Glycan structures - biosynthesis 1 [Homo sapiens];N-Glycan biosynthesis [Homo sapiens];Purine metabolism [Homo sapiens];;;;;;;;SNARE interactions in vesicular transport [Homo sapiens];Apoptosis [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;FAS-Apoptosis_pathway_blood;FAS_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;TNF_apoptosis_pathway_lung;Pyrimidine metabolism [Homo sapiens];Alanine and aspartate metabolism [Homo sapiens];Glutamate metabolism [Homo sapiens];;;;;Ubiquitin mediated proteolysis [Homo sapiens];Cell cycle [Homo sapiens];Cell cycle [Homo sapiens];;;;Apoptosis [Homo sapiens];;Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;Nucleotide excision repair [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;;;Pyrimidine metabolism [Homo sapiens];Pancreatic cancer [Homo sapiens];Glioma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Cell cycle [Homo sapiens];Bladder cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Small cell lung cancer [Homo sapiens];Prostate cancer [Homo sapiens];Melanoma [Homo sapiens];p53 signaling pathway [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];TGFbeta_signaling_pathway;;Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;;;;;;;Glutamate metabolism [Homo sapiens];Purine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];;;Toll-like receptor signaling pathway [Homo sapiens];;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];;Cell Communication [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;FAS-Apoptosis_pathway_blood;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Cell cycle [Homo sapiens];;;Glyoxylate and dicarboxylate metabolism [Homo sapiens];One carbon pool by folate [Homo sapiens];;;;;Purine metabolism [Homo sapiens];Folate biosynthesis [Homo sapiens];Starch and sucrose metabolism [Homo sapiens];;;;;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];RNA polymerase [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Purine metabolism [Homo sapiens];;Pantothenate and CoA biosynthesis [Homo sapiens];;Long-term depression [Homo sapiens];Olfactory transduction [Homo sapiens];Gap junction [Homo sapiens];Tryptophan metabolism [Homo sapiens];Selenoamino acid metabolism [Homo sapiens];Aminophosphonate metabolism [Homo sapiens];Naphthalene and anthracene degradation [Homo sapiens];Tyrosine metabolism [Homo sapiens];Histidine metabolism [Homo sapiens];Androgen and estrogen metabolism [Homo sapiens];Cell cycle [Homo sapiens];;;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];N-Glycan biosynthesis [Homo sapiens];;Ribosome [Homo sapiens];Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;;;;;;;;;Lysine degradation [Homo sapiens];;;;Cell cycle [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];TGFbeta_signaling_pathway;;;;;;;;Pyrimidine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Drug metabolism - other enzymes [Homo sapiens];;;;;;;
nitric oxide synthase 2A isoform 1 [Homo sapiens]	Protein	NOS2A [Homo sapiens]	8	1	0.673102306497866	NOS2A [Homo sapiens]	Gene	Calcium signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];Small cell lung cancer [Homo sapiens];Arginine and proline metabolism [Homo sapiens];NFkB-iNOS_pathway_
notch1 preproprotein [Homo sapiens]	Protein	NOTCH1 [Homo sapiens]	29	1	0.7959632392333668	NOTCH1 [Homo sapiens]	Gene	Notch signaling pathway [Homo sapiens];Dorso-ventral axis formation [Homo sapiens]
notch 2 preproprotein [Homo sapiens]	Protein	NOTCH2 [Homo sapiens]	13	4	0.9934601752108531	NOTCH2 [Homo sapiens]	Gene	Notch signaling pathway [Homo sapiens];Dorso-ventral axis formation [Homo sapiens]
nov precursor [Homo sapiens]	Protein	NOV [Homo sapiens]	10	3	1.4377812475662735	NOV [Homo sapiens]	Gene	
neuro-oncological ventral antigen 2 [Homo sapiens]	Protein	NOVA2 [Homo sapiens]	35	2	1.1049811521744317	NOVA2 [Homo sapiens]	Gene	
neuropeptide Y [Homo sapiens]	Protein	NPY [Homo sapiens]	10	1	0.8068199341764043	NPY [Homo sapiens]	Gene	Adipocytokine signaling pathway [Homo sapiens];Neuroactive ligand-receptor interaction [Homo sapiens]
nuclear receptor subfamily 1, group H, member 2 [Homo sapiens]	Protein	NR1H2 [Homo sapiens]	11	1	0.8703082808235617	NR1H2 [Homo sapiens];CD244 [Homo sapiens];FUBP1 [Homo sapiens]	Gene;Gene;Gene	;Natural killer cell mediated cytotoxicity [Homo sapiens];
nuclear receptor subfamily 1, group H, member 3 [Homo sapiens]	Protein	NR1H3 [Homo sapiens]	9	1	0.9846967098426083	NR1H3 [Homo sapiens]	Gene	PPAR signaling pathway [Homo sapiens]
nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein	NR3C1 [Homo sapiens]	87	3	1.0810013164202565	NR3C1 [Homo sapiens];AGTPBP1 [Homo sapiens];ATP2C1 [Homo sapiens];ATXN7 [Homo sapiens];DMXL1 [Homo sapiens];FCF1 [Homo sapiens];FOXP1 [Homo sapiens];HNRNPD [Homo sapiens];LAMB1 [Homo sapiens];MBNL1 [Homo sapiens];NRD1 [Homo sapiens];PIAS1 [Homo sapiens];PPP3R1 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Neuroactive ligand-receptor interaction [Homo sapiens];;;;;;;;ECM-receptor interaction [Homo sapiens];Focal adhesion [Homo sapiens];Small cell lung cancer [Homo sapiens];Cell Communication [Homo sapiens];Prion disease [Homo sapiens];Prion diseases [Homo sapiens];;;Jak-STAT signaling pathway [Homo sapiens];Small cell lung cancer [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Apoptosis [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];VEGF signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Calcium signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens]
nuclear receptor subfamily 3, group C, member 2 [Homo sapiens]	Protein	NR3C2 [Homo sapiens]	8	1	1.5746111032774766	NR3C2 [Homo sapiens];AMY1A [Homo sapiens];HMMR [Homo sapiens];LRRC59 [Homo sapiens];MELK [Homo sapiens];PPP1R13B [Homo sapiens];PRSS23 [Homo sapiens];PTPRB [Homo sapiens];RCAN2 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;Starch and sucrose metabolism [Homo sapiens];ECM-receptor interaction [Homo sapiens];;;;;Adherens junction [Homo sapiens];
nuclear receptor subfamily 4, group A, member 1 isoform a [Homo sapiens]	Protein	NR4A1 [Homo sapiens]	14	1	1.1307829550369433	NR4A1 [Homo sapiens];BCL2L1 [Homo sapiens];FMN2 [Homo sapiens];KIR2DS5 [Homo sapiens];LRRC43 [Homo sapiens];MAPK12 [Homo sapiens];MYOZ3 [Homo sapiens];PNPLA2 [Homo sapiens];RPL7L1 [Homo sapiens];UBL4B [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	MAPK signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];Small cell lung cancer [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];Neurodegenerative Diseases [Homo sapiens];Focal adhesion [Homo sapiens];Prion disease [Homo sapiens];Prostate cancer [Homo sapiens];Prion diseases [Homo sapiens];Colorectal cancer [Homo sapiens];CD8-T-Lymphocyte_Apoptosis_pathway_blood;NO_ceramide_apoptosis_pathway_lung;TNF-alpha-apoptosis;TNFa_T-Lymphocyte_Apoptosis_pathway_blood;;Antigen processing and presentation [Homo sapiens];;GnRH signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;;;
